,File Date,period_start,period_end,days_in_period,District,outcode,lifecycle_status,business_sector,business_count,annual_gross_br,annual_net_br,prorata_net_br
1000,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL10,New Opening,Retail,4,23203.5,8982.0,123.04109589041096
1001,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,Active,Hospitality,46,217865.895,117963.6,29733.29095890411
1002,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,Active,Industrial,3,11177.599999999999,0.0,0.0
1003,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,Active,Leisure,5,17839.25,8483.0,2138.1808219178083
1004,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,Active,Office,6,11539.375,0.0,0.0
1005,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,Active,Other,3,6449.575000000001,0.0,0.0
1006,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,Active,Public & Utilities,3,8682.6,0.0,0.0
1007,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,Active,Retail,21,129492.505,93916.3,23672.053698630138
1008,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,Closed Business,Hospitality,5,19960.0,14046.85,3540.575890410959
1009,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL11,New Opening,Office,1,4491.0,0.0,0.0
1010,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL2,Active,Hospitality,10,180996.98500000002,172880.75,43575.42191780823
1011,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL2,Active,Industrial,3,11901.15,5988.0,1509.3041095890412
1012,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL2,Active,Office,1,3592.8,0.0,0.0
1013,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL2,Active,Retail,9,47754.3,21407.1,5395.762191780822
1014,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL7,Active,Hospitality,3,39920.0,39920.0,10062.027397260274
1015,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL7,Active,Retail,1,4540.9,0.0,0.0
1016,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Active,Hospitality,114,1099645.395,918830.25,231595.56986301372
1017,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Active,Industrial,22,249918.28,219918.40000000002,55431.487123287676
1018,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Active,Leisure,9,69236.25,58906.95,14847.779178082192
1019,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Active,Office,24,275741.4,232902.25000000003,58704.12876712329
1020,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Active,Other,26,234814.494,190525.25,48022.80273972603
1021,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Active,Public & Utilities,8,61252.25,49775.25,12546.090410958903
1022,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Active,Retail,80,725704.47,564387.75,142256.6383561644
1023,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Closed Business,Hospitality,2,11926.099999999999,8782.4,2213.6460273972602
1024,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Closed Business,Other,1,1596.8,0.0,0.0
1025,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,Closed Business,Retail,6,26808.775,20958.0,5282.564383561645
1026,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL8,New Opening,Office,2,11776.4,6986.0,325.3753424657534
1027,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Active,Hospitality,20,333304.72000000003,309213.0,77938.6191780822
1028,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Active,Industrial,11,244979.975,233989.5,58978.17534246575
1029,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Active,Leisure,5,60553.65,57010.75,14369.832876712328
1030,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Active,Office,30,343854.525,291222.5,73404.02739726027
1031,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Active,Other,14,150682.894,137531.25,34665.41095890411
1032,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Active,Public & Utilities,5,48353.1,43662.5,11005.342465753425
1033,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Active,Retail,51,1656472.431,1600799.5000000002,403489.18904109596
1034,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Closed Business,Hospitality,2,8869.725,7734.5,1949.517808219178
1035,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Closed Business,Office,2,18712.5,15219.5,3836.1479452054796
1036,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Closed Business,Other,2,16841.25,14096.75,3553.153424657534
1037,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,Closed Business,Retail,3,8133.7,0.0,0.0
1038,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,New Opening,Office,1,6736.5,6736.5,18.456164383561642
1039,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,DL9,New Opening,Retail,1,5988.0,5988.0,689.0301369863014
1040,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,HG4,Active,Industrial,1,9730.5,9730.5,2452.619178082192
1041,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,HG4,Active,Office,1,2944.1,0.0,0.0
1042,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,HG4,Active,Other,1,16092.75,16092.75,4056.254794520548
1043,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,LA10,Active,Other,1,3792.4,0.0,0.0
1044,2023-10-01,2023-07-02,2023-10-01,92,Richmondshire,LA10,Active,Retail,2,6586.8,0.0,0.0
1045,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,TS13,Active,Hospitality,23,108195.675,68051.125,17152.61232876712
1046,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,TS13,Active,Industrial,1,2220.55,0.0,0.0
1047,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,TS13,Active,Office,2,1696.6,0.0,0.0
1048,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,TS13,Active,Other,1,51.896,0.0,0.0
1049,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,TS13,Active,Retail,9,53941.9,26447.0,6666.093150684931
1050,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Active,Hospitality,139,2277931.8000000003,2082797.85,524979.1841095891
1051,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Active,Industrial,78,3856703.45,3805381.3000000003,959164.6016438357
1052,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Active,Leisure,21,286123.55,266937.0,67282.75068493151
1053,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Active,Office,121,964913.865,756514.0,190682.98082191782
1054,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Active,Other,59,514038.064,459304.75,115769.96438356164
1055,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Active,Public & Utilities,17,321423.2,163468.40000000002,41202.993972602744
1056,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Active,Retail,390,4665780.54,4035438.75,1017151.6849315069
1057,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Closed Business,Hospitality,24,127916.77500000001,83643.0,21082.619178082194
1058,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Closed Business,Industrial,4,19685.55,6112.75,1540.7479452054795
1059,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Closed Business,Leisure,1,5114.75,0.0,0.0
1060,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Closed Business,Office,17,59692.875,34805.25,8772.830136986302
1061,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Closed Business,Other,2,18088.75,17215.5,4339.249315068493
1062,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Closed Business,Public & Utilities,1,4191.6,0.0,0.0
1063,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,Closed Business,Retail,22,260262.27500000002,222849.75000000003,56170.34794520548
1064,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,New Opening,Hospitality,7,40394.05,23952.0,5971.594520547946
1065,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,New Opening,Industrial,2,170777.5,170777.5,22027.198630136983
1066,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,New Opening,Office,4,47205.2,38572.5,3276.020547945205
1067,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,New Opening,Public & Utilities,1,2944.1,0.0,0.0
1068,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO11,New Opening,Retail,13,102050.0,80218.75,7428.655479452054
1069,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Active,Hospitality,101,728122.2000000001,539350.5,135945.8794520548
1070,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Active,Industrial,53,787441.055,720852.0,181694.20273972605
1071,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Active,Leisure,11,135104.67500000002,104753.00000000001,26403.495890410963
1072,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Active,Office,47,215826.16499999998,118630.5,29901.386301369865
1073,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Active,Other,27,255600.42,238220.25,60044.55616438357
1074,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Active,Public & Utilities,21,179440.4,152319.75,38392.923287671234
1075,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Active,Retail,196,3517407.765,3117092.5000000005,785678.1095890412
1076,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Closed Business,Hospitality,6,63819.15000000001,49672.50000000001,12520.191780821919
1077,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Closed Business,Leisure,2,74267.7,71872.5,18115.80821917808
1078,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Closed Business,Office,3,1968.5549999999998,0.0,0.0
1079,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Closed Business,Other,4,20147.125,18338.25,4622.243835616438
1080,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,Closed Business,Retail,7,32958.95,13223.5,3333.046575342466
1081,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,New Opening,Hospitality,3,25074.75,21581.75,2222.600684931507
1082,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,New Opening,Industrial,2,5439.1,0.0,0.0
1083,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,New Opening,Office,1,2210.57,0.0,0.0
1084,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO12,New Opening,Retail,2,10578.8,0.0,0.0
1085,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Active,Hospitality,44,531761.81,476702.15,120155.06246575344
1086,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Active,Industrial,7,1072982.35,1058810.75,266878.3260273973
1087,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Active,Leisure,7,39034.275,28567.75,7200.638356164383
1088,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Active,Office,19,88275.595,52020.75,13112.079452054795
1089,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Active,Other,10,124797.31000000001,111978.00000000001,28224.59178082192
1090,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Active,Public & Utilities,6,24151.600000000002,0.0,0.0
1091,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Active,Retail,35,240703.35000000003,156048.0,39332.64657534247
1092,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Closed Business,Office,1,6487.0,6487.0,1635.0794520547947
1093,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Closed Business,Public & Utilities,3,12275.400000000001,0.0,0.0
1094,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,Closed Business,Retail,3,8233.5,0.0,0.0
1095,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,New Opening,Hospitality,1,8233.5,8233.5,631.6109589041096
1096,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,New Opening,Office,2,8757.45,0.0,0.0
1097,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO13,New Opening,Retail,1,2370.25,0.0,0.0
1098,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Active,Hospitality,143,2040281.475,1835679.0000000002,462691.69315068505
1099,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Active,Industrial,20,294229.57,269564.0,67944.898630137
1100,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Active,Leisure,6,46107.6,35054.75,8835.717808219179
1101,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Active,Office,20,67814.1,31811.25,8018.17808219178
1102,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Active,Other,12,32103.165,27320.25,6886.2
1103,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Active,Public & Utilities,7,49026.75,45284.25,11414.112328767123
1104,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Active,Retail,69,637833.375,467237.75,117769.51506849316
1105,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Closed Business,Hospitality,13,50859.125,37323.75,9407.630136986301
1106,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Closed Business,Industrial,1,7734.5,7734.5,1949.517808219178
1107,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Closed Business,Leisure,1,10104.75,10104.75,2546.950684931507
1108,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Closed Business,Office,2,2794.4,0.0,0.0
1109,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,Closed Business,Retail,5,17589.75,0.0,0.0
1110,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,New Opening,Hospitality,4,6911.15,0.0,0.0
1111,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO14,New Opening,Retail,1,3243.5,0.0,0.0
1112,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO16,Active,Hospitality,1,835.825,0.0,0.0
1113,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Active,Hospitality,48,401969.255,345360.2,87049.69424657534
1114,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Active,Industrial,97,2602921.625,2491332.75,627952.3643835617
1115,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Active,Leisure,24,1149282.485,1123077.5000000002,283077.06849315076
1116,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Active,Office,60,304576.075,164269.75,41404.97808219178
1117,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Active,Other,20,626163.705,607678.25,153168.21643835615
1118,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Active,Public & Utilities,22,169679.23,119769.25,30188.41369863014
1119,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Active,Retail,226,2098362.345,1645692.0,414804.55890410964
1120,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Closed Business,Hospitality,1,2744.5,0.0,0.0
1121,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Closed Business,Industrial,4,71483.5,71483.5,18017.758904109593
1122,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Closed Business,Office,4,8333.3,0.0,0.0
1123,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Closed Business,Other,1,598.8,0.0,0.0
1124,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Closed Business,Public & Utilities,1,3293.4,0.0,0.0
1125,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,Closed Business,Retail,10,184045.25000000003,172443.5,43465.210958904114
1126,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,New Opening,Industrial,1,14595.75,14595.75,1239.6390410958904
1127,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,New Opening,Office,1,46342.50000000001,46342.50000000001,3935.938356164384
1128,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO17,New Opening,Retail,4,20109.7,13473.0,611.1041095890411
1129,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Active,Hospitality,51,781315.4230000001,719288.7250000001,181300.17178082193
1130,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Active,Industrial,35,737336.2,689906.25,173894.1780821918
1131,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Active,Leisure,4,164262.75,155904.5,39296.47671232876
1132,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Active,Office,13,52457.375,22080.75,5565.558904109589
1133,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Active,Other,10,157925.85,154981.75,39063.89315068493
1134,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Active,Public & Utilities,11,48527.75,19461.0,4905.238356164384
1135,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Active,Retail,84,955089.55,793064.25,199895.6465753425
1136,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Closed Business,Hospitality,2,2445.1,0.0,0.0
1137,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Closed Business,Public & Utilities,1,3443.1,0.0,0.0
1138,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO18,Closed Business,Retail,2,11427.1,8732.5,2201.068493150685
1139,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Active,Hospitality,209,1175016.575,837917.125,211201.0287671233
1140,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Active,Industrial,20,123028.45,95184.25,23991.646575342467
1141,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Active,Leisure,4,37749.35,28567.75,7200.638356164384
1142,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Active,Office,20,84306.05,34805.25,8772.830136986302
1143,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Active,Other,14,229976.11500000002,218681.25,55119.65753424658
1144,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Active,Public & Utilities,22,184110.1,120911.75000000001,30476.38630136987
1145,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Active,Retail,129,1493510.575,1225485.2,308889.4202739726
1146,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Closed Business,Hospitality,19,58557.65,32934.0,8301.172602739727
1147,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Closed Business,Leisure,1,1571.85,0.0,0.0
1148,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Closed Business,Office,2,4540.9,0.0,0.0
1149,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Closed Business,Other,1,2744.5,0.0,0.0
1150,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Closed Business,Public & Utilities,1,3493.0,0.0,0.0
1151,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,Closed Business,Retail,7,42889.05,27944.0,7043.419178082191
1152,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO21,New Opening,Hospitality,3,29565.75,24076.75,3703.5369863013702
1153,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Active,Hospitality,111,652243.78,474240.5,119534.59178082192
1154,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Active,Industrial,41,662058.7000000001,605023.0,152498.9479452055
1155,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Active,Leisure,1,6112.75,6112.75,1540.7479452054795
1156,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Active,Office,14,29840.2,0.0,0.0
1157,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Active,Other,9,153871.225,101286.05,25529.634520547945
1158,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Active,Public & Utilities,9,79553.45000000001,18251.0,4600.2520547945205
1159,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Active,Retail,112,956327.62,738199.75,186066.78630136987
1160,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Closed Business,Hospitality,4,63320.45000000001,61050.00000000001,15387.945205479453
1161,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Closed Business,Industrial,4,63859.6,60915.5,15354.043835616438
1162,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Closed Business,Office,2,3592.8,0.0,0.0
1163,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Closed Business,Public & Utilities,1,1996.0,0.0,0.0
1164,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,Closed Business,Retail,8,16067.8,0.0,0.0
1165,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,New Opening,Hospitality,2,42437.25,42437.25,2912.2273972602743
1166,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,New Opening,Office,1,736.025,0.0,0.0
1167,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,New Opening,Other,1,12475.0,12475.0,1640.5479452054797
1168,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,New Opening,Public & Utilities,1,3592.8,0.0,0.0
1169,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO22,New Opening,Retail,3,22954.0,22954.0,3797.1849315068494
1170,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO25,Active,Industrial,2,7784.4,0.0,0.0
1171,2023-10-01,2023-07-02,2023-10-01,92,Scarborough,YO25,Active,Retail,5,49014.275,37799.25,9527.482191780822
1172,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,Active,Hospitality,12,27769.35,6487.0,1635.0794520547947
1173,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,Active,Industrial,37,3416685.1250000005,3388304.5000000005,854038.394520548
1174,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,Active,Leisure,1,2445.1,0.0,0.0
1175,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,Active,Office,4,16589.255,0.0,0.0
1176,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,Active,Other,14,442465.68000000005,434571.50000000006,109535.83013698632
1177,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,Active,Public & Utilities,15,138782.27500000002,101993.5,25707.950684931508
1178,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,Active,Retail,39,369178.10000000003,329183.25,82972.21643835616
1179,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,Closed Business,Industrial,1,10104.75,10104.75,2546.950684931507
1180,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,New Opening,Industrial,1,10354.25,10354.25,170.2068493150685
1181,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN14,New Opening,Retail,1,6112.75,6112.75,401.9342465753425
1182,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN6,Active,Industrial,2,22455.0,16966.0,4276.361643835617
1183,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN6,Active,Leisure,1,4041.9,0.0,0.0
1184,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN6,Active,Office,1,3243.5,0.0,0.0
1185,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN6,Active,Public & Utilities,1,5239.5,0.0,0.0
1186,2023-10-01,2023-07-02,2023-10-01,92,Selby,DN6,Active,Retail,1,2944.1,0.0,0.0
1187,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Active,Hospitality,28,213536.47,164869.0,41556.02191780822
1188,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Active,Industrial,24,2412047.225,2385463.0000000005,601267.3863013699
1189,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Active,Leisure,5,21037.84,6362.25,1603.6356164383562
1190,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Active,Office,64,317535.745,156356.25,39410.34246575343
1191,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Active,Other,10,245347.22,238096.75,60013.42739726028
1192,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Active,Public & Utilities,15,116702.90000000001,72117.25,18177.49863013699
1193,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Active,Retail,78,663838.555,456406.75,115039.5095890411
1194,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Closed Business,Hospitality,2,9381.2,0.0,0.0
1195,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Closed Business,Industrial,1,92685.00000000001,92685.00000000001,23361.69863013699
1196,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Closed Business,Office,5,9206.550000000001,0.0,0.0
1197,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,Closed Business,Other,2,4416.15,0.0,0.0
1198,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS24,New Opening,Office,3,5389.2,0.0,0.0
1199,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Active,Hospitality,20,143659.605,123901.7,31230.017534246574
1200,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Active,Industrial,109,7890550.250000001,7823933.750000001,1972060.0136986303
1201,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Active,Leisure,6,46481.85,30713.45,7741.472328767124
1202,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Active,Office,23,132127.715,96930.75,24431.8602739726
1203,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Active,Other,10,119274.45999999999,108401.25,27323.05479452055
1204,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Active,Public & Utilities,16,242181.40000000002,204082.75000000003,51440.03561643836
1205,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Active,Retail,90,1383028.9500000002,1288069.25,324664.03013698634
1206,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Closed Business,Industrial,4,131301.25,131301.25,33095.1095890411
1207,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Closed Business,Office,1,6487.0,6487.0,1635.0794520547947
1208,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,Closed Business,Retail,3,41873.65,39328.75,9913.000000000002
1209,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,New Opening,Industrial,1,184537.50000000003,184537.50000000003,46007.9794520548
1210,2023-10-01,2023-07-02,2023-10-01,92,Selby,LS25,New Opening,Retail,2,13996.95,9106.75,698.6
1211,2023-10-01,2023-07-02,2023-10-01,92,Selby,WF11,Active,Hospitality,2,8183.6,5988.0,1509.3041095890412
1212,2023-10-01,2023-07-02,2023-10-01,92,Selby,WF11,Active,Industrial,10,329436.45000000007,323548.25,81551.88767123288
1213,2023-10-01,2023-07-02,2023-10-01,92,Selby,WF11,Active,Leisure,1,760.975,0.0,0.0
1214,2023-10-01,2023-07-02,2023-10-01,92,Selby,WF11,Active,Office,4,7649.67,0.0,0.0
1215,2023-10-01,2023-07-02,2023-10-01,92,Selby,WF11,Active,Other,5,149376.765,141525.0,35672.05479452055
1216,2023-10-01,2023-07-02,2023-10-01,92,Selby,WF11,Active,Public & Utilities,7,106323.42500000002,99050.5,24966.15342465754
